Partida,CapÌtulo,Programa,SubtÌtulo,Item,AsignaciÛn,DenominaciÛn,Monto Pesos,Monto DÛlar
12,2,7,29,7,,Programas Inform·ticos,10252,0
12,2,7,31,,,INICIATIVAS DE INVERSI”N,41009608,0
12,2,7,31,2,,Proyectos,41009608,0
12,2,7,32,,,PR…STAMOS,-62712,0
12,2,7,32,6,,Por Anticipos a Contratistas,-62712,0
12,2,7,34,,,SERVICIO DE LA DEUDA,1000,0
12,2,7,34,7,,Deuda Flotante,1000,0
12,2,7,35,,,SALDO FINAL DE CAJA,10000,0
12,2,8,7,,,INGRESOS DE OPERACI”N,16752026,0
12,2,8,8,,,OTROS INGRESOS CORRIENTES,3901202,0
12,2,8,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,1324,0
12,2,8,8,99,,Otros,3899878,0
12,2,8,9,,,APORTE FISCAL,167641592,0
12,2,8,9,1,,Libre,167641592,0
12,2,8,13,,,TRANSFERENCIAS PARA GASTOS DE CAPITAL,280607943,0
12,2,8,13,1,,Del Sector Privado,20290341,0
12,2,8,13,1,1,Aportes Concesionarios para Expropiaciones,20290341,0
12,2,8,13,2,,Del Gobierno Central,260317602,0
12,2,8,13,2,1,I.V.A. Concesiones Obras P˙blicas,204266796,0
12,2,8,13,2,2,Fondo de Infraestructura,56050806,0
12,2,8,15,,,SALDO INICIAL DE CAJA,10000,0
12,2,8,21,,,GASTOS EN PERSONAL,9190213,0
12,2,8,22,,,BIENES Y SERVICIOS DE CONSUMO,848337,0
12,2,8,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,101653,0
12,2,8,29,4,,Mobiliario y Otros,12826,0
12,2,8,29,5,,M·quinas y Equipos,5047,0
12,2,8,29,6,,Equipos Inform·ticos,26100,0
12,2,8,29,7,,Programas Inform·ticos,57680,0
12,2,8,31,,,INICIATIVAS DE INVERSI”N,254494764,0
12,2,8,31,1,,Estudios B·sicos,527360,0
12,2,8,31,2,,Proyectos,253967404,0
12,2,8,33,,,TRANSFERENCIAS DE CAPITAL,204266796,0
12,2,8,33,1,,Al Sector Privado,204266796,0
12,2,8,33,1,27,Reintegro CrÈdito - I.V.A. Concesiones,204266796,0
12,2,8,34,,,SERVICIO DE LA DEUDA,1000,0
12,2,8,34,7,,Deuda Flotante,1000,0
12,2,8,35,,,SALDO FINAL DE CAJA,10000,0
12,2,11,6,,,RENTAS DE LA PROPIEDAD,2680,0
12,2,11,8,,,OTROS INGRESOS CORRIENTES,29940,0
12,2,11,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,15709,0
12,2,11,8,2,,Multas y Sanciones Pecuniarias,737,0
12,2,11,8,99,,Otros,13494,0
12,2,11,9,,,APORTE FISCAL,203312717,0
12,2,11,9,1,,Libre,203312717,0
12,2,11,10,,,VENTA DE ACTIVOS NO FINANCIEROS,1700,0
12,2,11,10,3,,VehÌculos,1545,0
12,2,11,10,6,,Equipos Inform·ticos,155,0
12,2,11,13,,,TRANSFERENCIAS PARA GASTOS DE CAPITAL,9680826,0
12,2,11,13,2,,Del Gobierno Central,6043000,0
12,2,11,13,2,4,Gobierno Regional Metropolitano,6043000,0
12,2,11,13,3,,De Otras Entidades P˙blicas,3637826,0
12,2,11,13,3,1,Municipalidad de Las Condes,3637826,0
12,2,11,15,,,SALDO INICIAL DE CAJA,10000,0
12,2,11,21,,,GASTOS EN PERSONAL,3626156,0
12,2,11,22,,,BIENES Y SERVICIOS DE CONSUMO,202695,0
12,2,11,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,88614,0
12,2,11,29,3,,VehÌculos,12875,0
12,2,11,29,4,,Mobiliario y Otros,4172,0
12,2,11,29,5,,M·quinas y Equipos,2740,0
12,2,11,29,6,,Equipos Inform·ticos,22477,0
12,2,11,29,7,,Programas Inform·ticos,46350,0
12,2,11,31,,,INICIATIVAS DE INVERSI”N,257328,0
12,2,11,31,1,,Estudios B·sicos,257328,0
12,2,11,33,,,TRANSFERENCIAS DE CAPITAL,208852070,0
12,2,11,33,1,,Al Sector Privado,208852070,0
12,2,11,33,1,26,Empresa Metro S.A.,208852070,0
12,2,11,34,,,SERVICIO DE LA DEUDA,1000,0
12,2,11,34,7,,Deuda Flotante,1000,0
12,2,11,35,,,SALDO FINAL DE CAJA,10000,0
12,2,12,8,,,OTROS INGRESOS CORRIENTES,240600,0
12,2,12,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,14000,0
12,2,12,8,2,,Multas y Sanciones Pecuniarias,226600,0
12,2,12,9,,,APORTE FISCAL,70505472,0
12,2,12,9,1,,Libre,70505472,0
12,2,12,15,,,SALDO INICIAL DE CAJA,10000,0
12,2,12,21,,,GASTOS EN PERSONAL,1578754,0
12,2,12,22,,,BIENES Y SERVICIOS DE CONSUMO,203099,0
12,2,12,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,78467,0
12,2,12,29,3,,VehÌculos,28840,0
12,2,12,29,4,,Mobiliario y Otros,5892,0
12,2,12,29,5,,M·quinas y Equipos,24673,0
12,2,12,29,6,,Equipos Inform·ticos,17211,0
12,2,12,29,7,,Programas Inform·ticos,1851,0
12,2,12,31,,,INICIATIVAS DE INVERSI”N,68884752,0
12,2,12,31,2,,Proyectos,68884752,0
12,2,12,34,,,SERVICIO DE LA DEUDA,1000,0
12,2,12,34,7,,Deuda Flotante,1000,0
12,2,12,35,,,SALDO FINAL DE CAJA,10000,0
12,4,1,6,,,RENTAS DE LA PROPIEDAD,5635,0
12,4,1,7,,,INGRESOS DE OPERACI”N,4723580,0
12,4,1,8,,,OTROS INGRESOS CORRIENTES,64029,0
12,4,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,45489,0
12,4,1,8,99,,Otros,18540,0
12,4,1,9,,,APORTE FISCAL,13440082,0
12,4,1,9,1,,Libre,13440082,0
12,4,1,10,,,VENTA DE ACTIVOS NO FINANCIEROS,4635,0
12,4,1,10,3,,VehÌculos,4120,0
12,4,1,10,4,,Mobiliario y Otros,515,0
12,4,1,15,,,SALDO INICIAL DE CAJA,10000,0
12,4,1,21,,,GASTOS EN PERSONAL,9743669,0
12,4,1,22,,,BIENES Y SERVICIOS DE CONSUMO,1491897,0
12,4,1,24,,,TRANSFERENCIAS CORRIENTES,108891,0
12,4,1,24,1,,Al Sector Privado,108891,0
12,4,1,24,1,1,Centro de Aguas para Zonas Aridas y Semi·ridas de AmÈrica Latina y el Caribe,108891,0
12,4,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,473357,0
12,4,1,29,3,,VehÌculos,100940,0
12,4,1,29,4,,Mobiliario y Otros,14672,0
12,4,1,29,5,,M·quinas y Equipos,166455,0
12,4,1,29,6,,Equipos Inform·ticos,46224,0
12,4,1,29,7,,Programas Inform·ticos,145066,0
12,4,1,31,,,INICIATIVAS DE INVERSI”N,6419147,0
12,4,1,31,1,,Estudios B·sicos,2984044,0
12,4,1,31,2,,Proyectos,3435103,0
12,4,1,34,,,SERVICIO DE LA DEUDA,1000,0
12,4,1,34,7,,Deuda Flotante,1000,0
12,4,1,35,,,SALDO FINAL DE CAJA,10000,0
12,5,1,6,,,RENTAS DE LA PROPIEDAD,3090,0
12,5,1,7,,,INGRESOS DE OPERACI”N,855195,0
12,5,1,8,,,OTROS INGRESOS CORRIENTES,11639,0
12,5,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,10300,0
12,5,1,8,2,,Multas y Sanciones Pecuniarias,1339,0
12,5,1,9,,,APORTE FISCAL,1540889,0
12,5,1,9,1,,Libre,1540889,0
12,5,1,10,,,VENTA DE ACTIVOS NO FINANCIEROS,412,0
12,5,1,10,4,,Mobiliario y Otros,103,0
12,5,1,10,5,,M·quinas y Equipos,309,0
12,5,1,12,,,RECUPERACI”N DE PRESTAMOS,10000,0
12,5,1,12,10,,Ingresos por Percibir,10000,0
12,5,1,15,,,SALDO INICIAL DE CAJA,5000,0
12,5,1,21,,,GASTOS EN PERSONAL,1313104,0
12,5,1,22,,,BIENES Y SERVICIOS DE CONSUMO,413488,0
12,5,1,25,,,INTEGROS AL FISCO,6695,0
12,5,1,25,1,,Impuestos,6695,0
12,5,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,173088,0
12,5,1,29,4,,Mobiliario y Otros,4202,0
12,5,1,29,5,,M·quinas y Equipos,29115,0
12,5,1,29,6,,Equipos Inform·ticos,120098,0
12,5,1,29,7,,Programas Inform·ticos,19673,0
12,5,1,31,,,INICIATIVAS DE INVERSI”N,509850,0
12,5,1,31,1,,Estudios B·sicos,71070,0
12,5,1,31,2,,Proyectos,438780,0
12,5,1,34,,,SERVICIO DE LA DEUDA,5000,0
12,5,1,34,7,,Deuda Flotante,5000,0
12,5,1,35,,,SALDO FINAL DE CAJA,5000,0
12,7,1,8,,,OTROS INGRESOS CORRIENTES,83400,0
12,7,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,61800,0
12,7,1,8,2,,Multas y Sanciones Pecuniarias,1000,0
12,7,1,8,99,,Otros,20600,0
12,7,1,9,,,APORTE FISCAL,9898676,0
12,7,1,9,1,,Libre,9898676,0
12,7,1,10,,,VENTA DE ACTIVOS NO FINANCIEROS,1030,0
12,7,1,10,3,,VehÌculos,1030,0
12,7,1,15,,,SALDO INICIAL DE CAJA,10000,0
12,7,1,21,,,GASTOS EN PERSONAL,5877729,0
12,7,1,22,,,BIENES Y SERVICIOS DE CONSUMO,3893601,0
12,7,1,25,,,INTEGROS AL FISCO,5150,0
12,7,1,25,1,,Impuestos,5150,0
12,7,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,205626,0
12,7,1,29,3,,VehÌculos,14420,0
12,7,1,29,4,,Mobiliario y Otros,1895,0
12,7,1,29,5,,M·quinas y Equipos,11069,0
12,7,1,29,6,,Equipos Inform·ticos,89868,0
12,7,1,29,7,,Programas Inform·ticos,88374,0
12,7,1,34,,,SERVICIO DE LA DEUDA,1000,0
12,7,1,34,7,,Deuda Flotante,1000,0
12,7,1,35,,,SALDO FINAL DE CAJA,10000,0
13,1,1,5,,,TRANSFERENCIAS CORRIENTES,10,0
13,1,1,5,1,,Del Sector Privado,10,0
13,1,1,5,1,3,Administradora de Fondos para BonificaciÛn por Retiro,10,0
13,1,1,8,,,OTROS INGRESOS CORRIENTES,7852,0
13,1,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,109,0
13,1,1,8,99,,Otros,7743,0
13,1,1,9,,,APORTE FISCAL,30756275,0
13,1,1,9,1,,Libre,30756275,0
13,1,1,15,,,SALDO INICIAL DE CAJA,10,0
13,1,1,21,,,GASTOS EN PERSONAL,5055148,0
13,1,1,22,,,BIENES Y SERVICIOS DE CONSUMO,1222872,0
13,1,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
13,1,1,23,3,,Prestaciones Sociales del Empleador,10,0
13,1,1,24,,,TRANSFERENCIAS CORRIENTES,24302850,0
13,1,1,24,1,,Al Sector Privado,1070700,0
13,1,1,24,1,368,FundaciÛn de Comunicaciones del Agro,541603,0
13,1,1,24,1,369,Emergencias AgrÌcolas,10,0
13,1,1,24,1,370,Programa de Apoyo a la EducaciÛn AgrÌcola y Rural,265225,0
13,1,1,24,1,377,Red Agroclim·tica Nacional,263862,0
13,1,1,24,2,,Al Gobierno Central,21428620,0
13,1,1,24,2,1,DirecciÛn General de Relaciones EconÛmicas Internacionales,11346520,0
13,1,1,24,2,2,CorporaciÛn de Fomento de la ProducciÛn,5728860,0
13,1,1,24,2,6,CorporaciÛn de Fomento de la ProducciÛn - Seguro AgrÌcola,4353240,0
13,1,1,24,3,,A Otras Entidades P˙blicas,1273080,0
13,1,1,24,3,357,Programa de Apoyo a Cluster Alimentario y Forestal,530450,0
13,1,1,24,3,359,Agencia Chilena para la Inocuidad Alimentaria,742630,0
13,1,1,24,4,,A Empresas P˙blicas no Financieras,530450,0
13,1,1,24,4,361,Comercializadora de Trigo S.A. (COTRISA),530450,0
13,1,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,183257,0
13,1,1,29,3,,VehÌculos,54034,0
13,1,1,29,4,,Mobiliario y Otros,13812,0
13,1,1,29,6,,Equipos Inform·ticos,79930,0
13,1,1,29,7,,Programas Inform·ticos,35481,0
13,1,1,34,,,SERVICIO DE LA DEUDA,10,0
13,1,1,34,7,,Deuda Flotante,10,0
13,1,2,5,,,TRANSFERENCIAS CORRIENTES,2630754,0
13,1,2,5,2,,Del Gobierno Central,2630754,0
13,1,2,5,2,2,Programa Fondo de InnovaciÛn para la Competitividad,2419534,0
13,1,2,5,2,3,Estrategia Nacional de InnovaciÛn-SubsecretarÌa de EconomÌa (Prog.12),211220,0
13,1,2,9,,,APORTE FISCAL,27486443,0
13,1,2,9,1,,Libre,27486443,0
13,1,2,15,,,SALDO INICIAL DE CAJA,10,0
13,1,2,24,,,TRANSFERENCIAS CORRIENTES,30117197,0
13,1,2,24,1,,Al Sector Privado,30117197,0
13,1,2,24,1,371,Instituto de Investigaciones Agropecuarias,15200429,0
13,1,2,24,1,372,FundaciÛn para la InnovaciÛn Agraria,8917075,0
13,1,2,24,1,373,Instituto Forestal,3099383,0
13,1,2,24,1,374,Centro de InformaciÛn de Recursos Naturales,2741175,0
13,1,2,24,1,376,Programa de Apoyo a la InvestigaciÛn para la Competitividad Agroalimentaria y Forestal,159135,0
13,1,2,34,,,SERVICIO DE LA DEUDA,10,0
13,1,2,34,7,,Deuda Flotante,10,0
13,2,1,5,,,TRANSFERENCIAS CORRIENTES,10,0
13,2,1,5,1,,Del Sector Privado,10,0
13,2,1,5,1,3,Administradora de Fondos para BonificaciÛn por Retiro,10,0
13,2,1,7,,,INGRESOS DE OPERACI”N,106,0
13,2,1,8,,,OTROS INGRESOS CORRIENTES,582,0
13,2,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,572,0
13,2,1,8,99,,Otros,10,0
13,2,1,9,,,APORTE FISCAL,5574159,0
13,2,1,9,1,,Libre,5574159,0
13,2,1,15,,,SALDO INICIAL DE CAJA,10,0
13,2,1,21,,,GASTOS EN PERSONAL,3558423,0
13,2,1,22,,,BIENES Y SERVICIOS DE CONSUMO,890055,0
13,2,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
13,2,1,23,3,,Prestaciones Sociales del Empleador,10,0
13,2,1,24,,,TRANSFERENCIAS CORRIENTES,1048702,0
13,2,1,24,1,,Al Sector Privado,488014,0
13,2,1,24,1,11,Centro de InformaciÛn de Recursos Naturales,488014,0
13,2,1,24,2,,Al Gobierno Central,560688,0
13,2,1,24,2,3,Instituto Nacional de EstadÌsticas - EstadÌsticas Continuas Intercensales,427069,0
13,2,1,24,2,4,Instituto Nacional de EstadÌsticas - VIII Censo Agropecuario 2017,133619,0
13,2,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,77667,0
13,2,1,29,4,,Mobiliario y Otros,10300,0
13,2,1,29,5,,M·quinas y Equipos,5305,0
13,2,1,29,6,,Equipos Inform·ticos,1030,0
13,2,1,29,7,,Programas Inform·ticos,61032,0
13,2,1,34,,,SERVICIO DE LA DEUDA,10,0
13,2,1,34,7,,Deuda Flotante,10,0
13,3,1,5,,,TRANSFERENCIAS CORRIENTES,3646423,0
13,3,1,5,1,,Del Sector Privado,10,0
13,3,1,5,1,3,Administradora de Fondos para BonificaciÛn por Retiro,10,0
13,3,1,5,2,,Del Gobierno Central,3646413,0
13,3,1,5,2,8,CorporaciÛn Nacional de Desarrollo IndÌgena,3646413,0
13,3,1,6,,,RENTAS DE LA PROPIEDAD,4884099,0
13,3,1,8,,,OTROS INGRESOS CORRIENTES,1328340,0
13,3,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,673340,0
13,3,1,8,99,,Otros,655000,0
13,3,1,9,,,APORTE FISCAL,173653096,0
13,3,1,9,1,,Libre,173653096,0
13,3,1,10,,,VENTA DE ACTIVOS NO FINANCIEROS,16804,0
13,3,1,10,3,,VehÌculos,16804,0
13,3,1,12,,,RECUPERACI”N DE PRESTAMOS,55672695,0
13,3,1,12,4,,De Fomento,55672695,0
13,3,1,13,,,TRANSFERENCIAS PARA GASTOS DE CAPITAL,4323611,0
13,3,1,13,2,,Del Gobierno Central,4323611,0
13,3,1,13,2,8,CorporaciÛn Nacional de Desarrollo IndÌgena,3293611,0
13,3,1,13,2,9,ComisiÛn Nacional de Riego,1030000,0
13,3,1,15,,,SALDO INICIAL DE CAJA,10,0
13,3,1,21,,,GASTOS EN PERSONAL,30944367,0
13,3,1,22,,,BIENES Y SERVICIOS DE CONSUMO,5574646,0
13,3,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
13,3,1,23,3,,Prestaciones Sociales del Empleador,10,0
13,3,1,24,,,TRANSFERENCIAS CORRIENTES,70471147,0
13,3,1,24,1,,Al Sector Privado,70468627,0
13,3,1,24,1,386,Apoyo a la ContrataciÛn del Seguro AgrÌcola,649907,0
13,3,1,24,1,389,Sistema de Incentivos Ley N∞ 20.412,21702100,0
13,3,1,24,1,404,Emergencias,10,0
13,3,1,24,1,407,Servicios Desarrollo de Capacidades Productivas y Empresariales,2012589,0
13,3,1,24,1,415,Servicios de AsesorÌa TÈcnica-SAT,10403022,0
13,3,1,24,1,416,Programa de Desarrollo de AcciÛn Local-PRODESAL,17834440,0
13,3,1,24,1,417,Convenio INDAP-PRODEMU,1395972,0
13,3,1,24,1,418,Programa de Desarrollo Territorial IndÌgena,11615041,0
13,3,1,24,1,419,Desarrollo Integral de PequeÒos Productores Campesinos del Secano-PADIS,537441,0
13,3,1,24,1,420,Alianzas Productivas,4318105,0
13,3,1,24,7,,A Organismos Internacionales,2520,0
13,3,1,24,7,1,AsociaciÛn Latinoamericana de Instituciones Financieras para el Desarrollo - ALIDE,2520,0
13,3,1,25,,,INTEGROS AL FISCO,10,0
13,3,1,25,1,,Impuestos,10,0
13,3,1,26,,,OTROS GASTOS CORRIENTES,10,0
13,3,1,26,2,,Compensaciones por DaÒos a Terceros y/o a la Propiedad,10,0
13,3,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,698198,0
13,3,1,29,3,,VehÌculos,79722,0
13,3,1,29,7,,Programas Inform·ticos,618476,0
13,3,1,31,,,INICIATIVAS DE INVERSI”N,246450,0
13,3,1,31,2,,Proyectos,246450,0
13,3,1,32,,,PR…STAMOS,73248598,0
13,3,1,32,4,,De Fomento,73248598,0
13,3,1,32,4,4,Corto Plazo,48698988,0
13,3,1,32,4,5,Largo Plazo,22489610,0
13,3,1,32,4,6,Fondo Rotatorio - Ley 18.450,2060000,0
13,3,1,33,,,TRANSFERENCIAS DE CAPITAL,62341632,0
13,3,1,33,1,,Al Sector Privado,62341632,0
13,3,1,33,1,1,Riego,13693659,0
13,3,1,33,1,2,Programa Desarrollo Inversiones,10335516,0
13,3,1,33,1,6,Programa de Desarrollo de AcciÛn Local-PRODESAL,23123227,0
13,3,1,33,1,7,Programa de Desarrollo Territorial IndÌgena,9385844,0
13,3,1,33,1,8,Praderas Suplementarias,2962394,0
13,3,1,33,1,9,Alianzas Productivas,1868019,0
13,3,1,33,1,10,Convenio INDAP-PRODEMU,354973,0
13,3,1,33,1,11,Desarrollo Integral de PequeÒos Productores Campesinos del Secano-PADIS,618000,0
13,3,1,34,,,SERVICIO DE LA DEUDA,10,0
13,3,1,34,7,,Deuda Flotante,10,0
13,4,1,6,,,RENTAS DE LA PROPIEDAD,83899,0
13,4,1,7,,,INGRESOS DE OPERACI”N,11355977,0
13,4,1,8,,,OTROS INGRESOS CORRIENTES,624773,0
13,4,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,602284,0
13,4,1,8,2,,Multas y Sanciones Pecuniarias,5803,0
13,4,1,8,99,,Otros,16686,0
13,4,1,9,,,APORTE FISCAL,9070870,0
13,4,1,9,1,,Libre,9070870,0
13,4,1,12,,,RECUPERACI”N DE PRESTAMOS,10,0
13,4,1,12,10,,Ingresos por Percibir,10,0
13,4,1,15,,,SALDO INICIAL DE CAJA,10,0
13,4,1,21,,,GASTOS EN PERSONAL,16247456,0
13,4,1,22,,,BIENES Y SERVICIOS DE CONSUMO,3173550,0
13,4,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
13,4,1,23,3,,Prestaciones Sociales del Empleador,10,0
13,4,1,24,,,TRANSFERENCIAS CORRIENTES,423202,0
13,4,1,24,1,,Al Sector Privado,423202,0
13,4,1,24,1,407,Fondo Mejoramiento Patrimonio Sanitario,423192,0
13,4,1,24,1,601,Emergencias Sanitarias,10,0
13,4,1,25,,,INTEGROS AL FISCO,126434,0
13,4,1,25,1,,Impuestos,126434,0
13,4,1,26,,,OTROS GASTOS CORRIENTES,10,0
13,4,1,26,2,,Compensaciones por DaÒos a Terceros y/o a la Propiedad,10,0
13,4,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,622387,0
13,4,1,29,4,,Mobiliario y Otros,36830,0
13,4,1,29,5,,M·quinas y Equipos,19055,0
13,4,1,29,7,,Programas Inform·ticos,566502,0
13,4,1,31,,,INICIATIVAS DE INVERSI”N,542480,0
13,4,1,31,2,,Proyectos,542480,0
13,4,1,34,,,SERVICIO DE LA DEUDA,10,0
13,4,1,34,7,,Deuda Flotante,10,0
13,4,4,7,,,INGRESOS DE OPERACI”N,13493171,0
13,4,4,9,,,APORTE FISCAL,1761765,0
13,4,4,9,1,,Libre,1761765,0
13,4,4,12,,,RECUPERACI”N DE PRESTAMOS,10,0
13,4,4,12,10,,Ingresos por Percibir,10,0
13,4,4,15,,,SALDO INICIAL DE CAJA,10,0
13,4,4,21,,,GASTOS EN PERSONAL,12558797,0
13,4,4,22,,,BIENES Y SERVICIOS DE CONSUMO,2401931,0
13,4,4,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,294218,0
13,4,4,29,5,,M·quinas y Equipos,78785,0
13,4,4,29,7,,Programas Inform·ticos,215433,0
13,4,4,34,,,SERVICIO DE LA DEUDA,10,0
13,4,4,34,7,,Deuda Flotante,10,0
13,4,5,9,,,APORTE FISCAL,12790858,0
13,4,5,9,1,,Libre,12790858,0
13,4,5,12,,,RECUPERACI”N DE PRESTAMOS,10,0
13,4,5,12,10,,Ingresos por Percibir,10,0
13,4,5,15,,,SALDO INICIAL DE CAJA,10,0
13,4,5,21,,,GASTOS EN PERSONAL,8211181,0
13,4,5,22,,,BIENES Y SERVICIOS DE CONSUMO,3989514,0
13,4,5,24,,,TRANSFERENCIAS CORRIENTES,427484,0
13,4,5,24,1,,Al Sector Privado,416349,0
13,4,5,24,1,1,Programa Tuberculosis Bovina,416349,0
13,4,5,24,7,,A Organismos Internacionales,11135,0
13,4,5,24,7,5,ComitÈ Veterinario Permanente del Cono Sur (CVP),11135,0
13,4,5,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,162689,0
13,4,5,29,4,,Mobiliario y Otros,15450,0
13,4,5,29,5,,M·quinas y Equipos,14935,0
13,4,5,29,6,,Equipos Inform·ticos,10300,0
13,4,5,29,7,,Programas Inform·ticos,122004,0
13,4,5,34,,,SERVICIO DE LA DEUDA,10,0
13,4,5,34,7,,Deuda Flotante,10,0
13,4,6,9,,,APORTE FISCAL,23175971,0
13,4,6,9,1,,Libre,23175971,0
13,4,6,12,,,RECUPERACI”N DE PRESTAMOS,10,0
13,4,6,12,10,,Ingresos por Percibir,10,0
13,4,6,15,,,SALDO INICIAL DE CAJA,10,0
13,4,6,21,,,GASTOS EN PERSONAL,13274038,0
13,4,6,22,,,BIENES Y SERVICIOS DE CONSUMO,9845108,0
13,4,6,24,,,TRANSFERENCIAS CORRIENTES,30055,0
13,4,6,24,7,,A Organismos Internacionales,30055,0
13,4,6,24,7,603,ComitÈ de Sanidad Vegetal del Cono Sur,30055,0
13,4,6,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,26780,0
13,4,6,29,4,,Mobiliario y Otros,10300,0
13,4,6,29,5,,M·quinas y Equipos,16480,0
13,4,6,34,,,SERVICIO DE LA DEUDA,10,0
13,4,6,34,7,,Deuda Flotante,10,0
13,4,7,9,,,APORTE FISCAL,12716004,0
13,4,7,9,1,,Libre,12716004,0
13,4,7,15,,,SALDO INICIAL DE CAJA,10,0
13,4,7,21,,,GASTOS EN PERSONAL,9871859,0
13,4,7,22,,,BIENES Y SERVICIOS DE CONSUMO,2356853,0
13,4,7,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,487292,0
13,4,7,29,4,,Mobiliario y Otros,60707,0
13,4,7,29,5,,M·quinas y Equipos,157899,0
13,4,7,29,99,,Otros Activos no Financieros,268686,0
13,4,7,34,,,SERVICIO DE LA DEUDA,10,0
13,4,7,34,7,,Deuda Flotante,10,0
13,4,8,9,,,APORTE FISCAL,16861375,0
13,4,8,9,1,,Libre,16861375,0
13,4,8,12,,,RECUPERACI”N DE PRESTAMOS,10,0
13,4,8,12,10,,Ingresos por Percibir,10,0
13,4,8,15,,,SALDO INICIAL DE CAJA,10,0
13,4,8,21,,,GASTOS EN PERSONAL,4603236,0
13,4,8,22,,,BIENES Y SERVICIOS DE CONSUMO,537414,0
13,4,8,24,,,TRANSFERENCIAS CORRIENTES,11668205,0
13,4,8,24,1,,Al Sector Privado,11668205,0
13,4,8,24,1,404,Sistema de Incentivos Ley N∞ 20.412,11668205,0
13,4,8,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,52530,0
13,4,8,29,4,,Mobiliario y Otros,4120,0
13,4,8,29,5,,M·quinas y Equipos,25750,0
13,4,8,29,99,,Otros Activos no Financieros,22660,0
13,4,8,34,,,SERVICIO DE LA DEUDA,10,0
13,4,8,34,7,,Deuda Flotante,10,0
13,4,9,7,,,INGRESOS DE OPERACI”N,1612359,0
13,4,9,9,,,APORTE FISCAL,4033665,0
13,4,9,9,1,,Libre,4033665,0
13,4,9,15,,,SALDO INICIAL DE CAJA,10,0
13,4,9,21,,,GASTOS EN PERSONAL,3701094,0
13,4,9,22,,,BIENES Y SERVICIOS DE CONSUMO,1706124,0
13,4,9,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,238806,0
13,4,9,29,4,,Mobiliario y Otros,15450,0
13,4,9,29,5,,M·quinas y Equipos,214498,0
13,4,9,29,99,,Otros Activos no Financieros,8858,0
13,4,9,34,,,SERVICIO DE LA DEUDA,10,0
13,4,9,34,7,,Deuda Flotante,10,0
13,5,1,9,,,APORTE FISCAL,17547848,0
13,5,1,9,1,,Libre,17547848,0
13,5,1,10,,,VENTA DE ACTIVOS NO FINANCIEROS,20,0
13,5,1,10,3,,VehÌculos,10,0
13,5,1,10,4,,Mobiliario y Otros,10,0
13,5,1,12,,,RECUPERACI”N DE PRESTAMOS,10,0
13,5,1,12,10,,Ingresos por Percibir,10,0
13,5,1,15,,,SALDO INICIAL DE CAJA,10,0
13,5,1,21,,,GASTOS EN PERSONAL,12577245,0
13,5,1,22,,,BIENES Y SERVICIOS DE CONSUMO,4840318,0
13,5,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
13,5,1,23,3,,Prestaciones Sociales del Empleador,10,0
13,5,1,24,,,TRANSFERENCIAS CORRIENTES,10,0
13,5,1,24,1,,Al Sector Privado,10,0
13,5,1,24,1,6,Otras Transferencias,10,0
13,5,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,130295,0
13,5,1,29,5,,M·quinas y Equipos,61800,0
13,5,1,29,6,,Equipos Inform·ticos,58195,0
13,5,1,29,7,,Programas Inform·ticos,10300,0
13,5,1,34,,,SERVICIO DE LA DEUDA,10,0
13,5,1,34,7,,Deuda Flotante,10,0
13,5,3,9,,,APORTE FISCAL,17797113,0
